1.000000, 30.000000, 5.000000, 0.000000, 0.000000, 35.000000
2.000000, 21.840000, 13.160000, -0.000000, 0.000000, 35.000000
3.000000, 6.204657, 23.795343, 5.000000, 0.000000, 35.000000
4.000000, -1.827065, 23.827065, 12.735000, 0.265000, 35.000000
5.000000, 0.541163, 6.458837, 27.060045, 0.939955, 35.000000
6.000000, 0.525783, -1.525783, 15.586586, 2.374137, 16.960723
7.000000, 0.529313, 0.470687, 17.238764, 3.200226, 21.438990
8.000000, 0.515760, 0.484240, 16.325110, 4.113881, 21.438990
9.000000, 0.502173, 0.497827, 15.459879, 4.979112, 21.438990
10.000000, 0.488574, 0.511426, 14.640505, 5.798485, 21.438990
11.000000, 0.474981, 0.525019, 13.864558, 6.574432, 21.438990
12.000000, 0.461415, 0.538585, 13.129737, 7.309254, 21.438990
13.000000, 0.460321, 0.539679, 13.129737, 8.005130, 22.134867
14.000000, 0.459228, 0.540772, 13.129737, 8.701006, 22.830743
15.000000, 0.445719, 0.554281, 12.433861, 9.396882, 22.830743
16.000000, 0.432279, 0.567721, 11.774866, 10.055876, 22.830743
17.000000, 0.418928, 0.581072, 11.150798, 10.679944, 22.830743
18.000000, 0.405686, 0.594314, 10.559806, 11.270937, 22.830743
19.000000, 0.392570, 0.607430, 10.000136, 11.830606, 22.830743
20.000000, 0.391521, 0.608479, 10.000136, 12.360614, 23.360750
21.000000, 0.390472, 0.609528, 10.000136, 12.890621, 23.890757
22.000000, 0.377525, 0.622475, 9.470129, 13.420628, 23.890757
23.000000, 0.364741, 0.635259, 8.968212, 13.922545, 23.890757
24.000000, 0.352136, 0.647864, 8.492897, 14.397860, 23.890757
25.000000, 0.339726, 0.660274, 8.042773, 14.847984, 23.890757
26.000000, 0.327523, 0.672477, 7.616506, 15.274251, 23.890757
27.000000, 0.326554, 0.673446, 7.616506, 15.677925, 24.294432
28.000000, 0.325586, 0.674414, 7.616506, 16.081600, 24.698107
