0.000000,2.000000,3.000000 
0.010000,2.005153,2.994847 
0.020000,2.010253,2.989747 
0.030000,2.015301,2.984699 
0.040000,2.020296,2.979704 
0.050000,2.025239,2.974761 
0.060000,2.030131,2.969869 
0.070000,2.034972,2.965028 
0.080000,2.039763,2.960237 
0.090000,2.044505,2.955495 
0.100000,2.049197,2.950803 
0.110000,2.053841,2.946159 
0.120000,2.058437,2.941563 
0.130000,2.062985,2.937015 
0.140000,2.067486,2.932514 
0.150000,2.071941,2.928059 
0.160000,2.076349,2.923651 
0.170000,2.080712,2.919288 
0.180000,2.085029,2.914971 
0.190000,2.089302,2.910698 
0.200000,2.093531,2.906469 
0.210000,2.097715,2.902285 
0.220000,2.101857,2.898143 
0.230000,2.105955,2.894045 
0.240000,2.110011,2.889989 
0.250000,2.114025,2.885975 
0.260000,2.117998,2.882002 
0.270000,2.121929,2.878071 
0.280000,2.125820,2.874180 
0.290000,2.129670,2.870330 
0.300000,2.133481,2.866519 
0.310000,2.137252,2.862748 
0.320000,2.140984,2.859016 
0.330000,2.144677,2.855323 
0.340000,2.148332,2.851668 
0.350000,2.151949,2.848051 
0.360000,2.155529,2.844471 
0.370000,2.159072,2.840928 
0.380000,2.162578,2.837422 
0.390000,2.166047,2.833953 
0.400000,2.169481,2.830519 
0.410000,2.172879,2.827121 
0.420000,2.176242,2.823758 
0.430000,2.179570,2.820430 
0.440000,2.182864,2.817136 
0.450000,2.186123,2.813877 
0.460000,2.189349,2.810651 
0.470000,2.192542,2.807458 
0.480000,2.195701,2.804299 
0.490000,2.198828,2.801172 
0.500000,2.201922,2.798078 
0.510000,2.204984,2.795016 
0.520000,2.208015,2.791985 
0.530000,2.211014,2.788986 
0.540000,2.213982,2.786018 
0.550000,2.216919,2.783081 
0.560000,2.219826,2.780174 
0.570000,2.222703,2.777297 
0.580000,2.225550,2.774450 
0.590000,2.228367,2.771633 
0.600000,2.231155,2.768845 
0.610000,2.233915,2.766085 
0.620000,2.236646,2.763354 
0.630000,2.239348,2.760652 
0.640000,2.242023,2.757977 
0.650000,2.244670,2.755330 
0.660000,2.247289,2.752711 
0.670000,2.249881,2.750119 
0.680000,2.252447,2.747553 
0.690000,2.254986,2.745014 
0.700000,2.257498,2.742502 
0.710000,2.259985,2.740015 
0.720000,2.262446,2.737554 
0.730000,2.264881,2.735119 
0.740000,2.267291,2.732709 
0.750000,2.269677,2.730323 
0.760000,2.272037,2.727963 
0.770000,2.274373,2.725627 
0.780000,2.276685,2.723315 
0.790000,2.278973,2.721027 
0.800000,2.281237,2.718763 
0.810000,2.283478,2.716522 
0.820000,2.285695,2.714305 
0.830000,2.287890,2.712110 
0.840000,2.290062,2.709938 
0.850000,2.292211,2.707789 
0.860000,2.294338,2.705662 
0.870000,2.296443,2.703557 
0.880000,2.298527,2.701473 
0.890000,2.300588,2.699412 
0.900000,2.302629,2.697371 
0.910000,2.304648,2.695352 
0.920000,2.306646,2.693354 
0.930000,2.308624,2.691376 
0.940000,2.310581,2.689419 
0.950000,2.312518,2.687482 
0.960000,2.314435,2.685565 
0.970000,2.316331,2.683669 
0.980000,2.318209,2.681791 
0.990000,2.320067,2.679933 
1.000000,2.321905,2.678095 
1.010000,2.323725,2.676275 
1.020000,2.325526,2.674474 
1.030000,2.327308,2.672692 
1.040000,2.329071,2.670929 
1.050000,2.330817,2.669183 
1.060000,2.332544,2.667456 
1.070000,2.334253,2.665747 
1.080000,2.335945,2.664055 
1.090000,2.337619,2.662381 
1.100000,2.339276,2.660724 
1.110000,2.340916,2.659084 
1.120000,2.342538,2.657462 
1.130000,2.344144,2.655856 
1.140000,2.345734,2.654266 
1.150000,2.347306,2.652694 
1.160000,2.348863,2.651137 
1.170000,2.350403,2.649597 
1.180000,2.351928,2.648072 
1.190000,2.353436,2.646564 
1.200000,2.354929,2.645071 
1.210000,2.356407,2.643593 
1.220000,2.357869,2.642131 
1.230000,2.359316,2.640684 
1.240000,2.360748,2.639252 
1.250000,2.362166,2.637834 
1.260000,2.363568,2.636432 
1.270000,2.364956,2.635044 
1.280000,2.366330,2.633670 
1.290000,2.367690,2.632310 
1.300000,2.369035,2.630965 
1.310000,2.370366,2.629634 
1.320000,2.371684,2.628316 
1.330000,2.372988,2.627012 
1.340000,2.374279,2.625721 
1.350000,2.375556,2.624444 
1.360000,2.376820,2.623180 
1.370000,2.378071,2.621929 
1.380000,2.379309,2.620691 
1.390000,2.380534,2.619466 
1.400000,2.381746,2.618254 
1.410000,2.382946,2.617054 
1.420000,2.384133,2.615867 
1.430000,2.385308,2.614692 
1.440000,2.386471,2.613529 
1.450000,2.387622,2.612378 
1.460000,2.388761,2.611239 
1.470000,2.389888,2.610112 
1.480000,2.391004,2.608996 
1.490000,2.392108,2.607892 
1.500000,2.393200,2.606800 
1.510000,2.394281,2.605719 
1.520000,2.395352,2.604648 
1.530000,2.396410,2.603590 
1.540000,2.397458,2.602542 
1.550000,2.398495,2.601505 
1.560000,2.399522,2.600478 
1.570000,2.400538,2.599462 
1.580000,2.401543,2.598457 
1.590000,2.402538,2.597462 
1.600000,2.403522,2.596478 
1.610000,2.404496,2.595504 
1.620000,2.405461,2.594539 
1.630000,2.406415,2.593585 
1.640000,2.407359,2.592641 
1.650000,2.408294,2.591706 
1.660000,2.409219,2.590781 
1.670000,2.410134,2.589866 
1.680000,2.411040,2.588960 
1.690000,2.411936,2.588064 
1.700000,2.412823,2.587177 
